Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
176,Langston Galloway\gallola01,SG,27,DET,68,1459,11.1,.551,.656,.156,2.7,8.2,5.4,7.4,1.0,0.3,4.1,15.9,,2.0,1.1,3.0,.100,,0.6,-1.5,-1.0,0.4
177,Marc Gasol\gasolma01,C,34,TOT,69,2177,16.8,.541,.310,.286,3.7,25.5,14.5,22.4,1.7,3.3,13.6,21.6,,1.4,3.7,5.1,.112,,-0.4,3.2,2.8,2.7
177,Marc Gasol\gasolma01,C,34,MEM,53,1788,17.0,.541,.324,.294,3.5,25.6,14.4,22.8,1.7,3.4,13.4,22.4,,1.0,3.0,4.0,.107,,-0.2,3.1,2.9,2.2
177,Marc Gasol\gasolma01,C,34,TOR,16,389,15.9,.544,.236,.244,4.8,25.0,15.1,20.8,1.7,3.0,15.1,18.2,,0.4,0.7,1.1,.137,,-1.0,3.4,2.4,0.4
178,Pau Gasol\gasolpa01,C,38,TOT,30,360,16.7,.529,.138,.426,6.7,34.2,20.7,19.2,0.7,3.5,12.5,15.5,,0.5,0.5,1.1,.141,,-2.0,2.7,0.6,0.2
178,Pau Gasol\gasolpa01,C,38,SAS,27,330,18.1,.544,.114,.432,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,,0.6,0.5,1.1,.159,,-1.2,2.7,1.5,0.3
178,Pau Gasol\gasolpa01,C,38,MIL,3,30,1.7,.291,.500,.333,0.0,32.2,17.0,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.062,,-10.7,1.7,-9.0,-0.1
179,Rudy Gay\gayru01,PF,32,SAS,59,1591,18.4,.592,.241,.200,3.6,22.5,13.2,15.0,1.5,1.8,11.3,22.1,,2.4,1.8,4.3,.129,,0.9,0.7,1.7,1.5
180,Paul George\georgpa01,SF,28,OKC,68,2490,23.8,.587,.466,.352,3.7,19.7,11.5,18.2,2.8,1.0,10.1,29.6,,6.5,4.4,10.9,.210,,5.0,0.8,5.8,4.9
181,Taj Gibson\gibsota01,PF,33,MIN,70,1686,17.9,.612,.063,.330,10.8,18.4,14.5,7.3,1.5,2.0,10.6,17.1,,3.8,1.4,5.1,.146,,0.8,0.2,1.0,1.3
182,Harry Giles\gilesha01,PF,20,SAC,57,812,14.5,.526,.017,.261,8.2,19.8,13.9,15.4,1.8,2.3,15.7,23.3,,0.0,1.0,1.0,.061,,-3.0,1.0,-1.9,0.0
183,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,72,1860,12.8,.551,.199,.274,2.8,8.2,5.6,17.3,2.0,1.7,15.9,18.2,,0.9,1.6,2.5,.065,,-0.9,0.2,-0.6,0.6
184,Rudy Gobert\goberru01,C,26,UTA,71,2248,24.3,.676,.000,.731,13.3,30.7,22.1,9.9,1.2,5.7,12.3,17.6,,7.4,4.9,12.3,.262,,1.8,5.0,6.9,5.0
185,Brandon Goodwin\goodwbr01,PG,23,DEN,16,57,8.4,.413,.261,.478,1.9,3.8,2.9,31.7,0.0,0.0,9.7,23.0,,0.0,0.0,0.0,.026,,-4.4,-6.4,-10.8,-0.1
186,Aaron Gordon\gordoaa01,PF,23,ORL,68,2282,15.2,.534,.335,.250,5.1,18.6,11.8,16.8,1.0,1.8,11.9,22.2,,1.5,2.9,4.4,.093,,-0.3,1.1,0.9,1.7
187,Eric Gordon\gordoer01,SG,30,HOU,58,1880,12.1,.537,.615,.177,0.9,7.5,4.1,10.3,0.9,1.1,8.2,22.4,,1.3,0.6,1.9,.048,,-0.2,-3.2,-3.5,-0.7
188,Marcin Gortat\gortama01,C,34,LAC,47,751,12.9,.562,.000,.258,9.7,26.6,18.4,12.1,0.4,2.5,19.4,14.4,,0.6,0.8,1.4,.091,,-2.4,1.5,-1.0,0.2
189,Devonte' Graham\grahade01,PG,23,CHO,34,452,10.0,.474,.585,.156,0.9,9.2,5.0,22.3,1.8,0.4,12.3,17.0,,0.0,0.3,0.3,.032,,-1.8,-2.4,-4.2,-0.3
190,Treveon Graham\grahatr01,SG,25,BRK,29,619,5.3,.437,.652,.114,3.3,12.2,7.8,6.3,0.9,0.9,8.3,12.3,,-0.3,0.5,0.3,.020,,-3.4,0.1,-3.3,-0.2
191,Jerami Grant\grantje01,PF,24,OKC,70,2272,14.0,.591,.328,.297,3.8,13.3,8.5,4.3,1.2,3.3,6.7,15.0,,3.5,3.0,6.6,.139,,-0.7,1.2,0.5,1.4
192,Jerian Grant\grantje02,PG,26,ORL,56,923,10.7,.523,.490,.181,2.2,9.1,5.6,22.5,2.3,0.5,18.1,13.1,,0.5,1.2,1.6,.084,,-2.1,0.1,-2.0,0.0
193,Donte Grantham\grantdo01,SF,23,OKC,3,2,-38.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,,0.0,0.0,0.0,-0.946,,-25.2,-13.5,-38.7,0.0
194,Danny Green\greenda02,SG,31,TOR,70,1968,12.2,.617,.687,.069,3.1,12.2,7.7,7.3,1.5,1.9,10.7,13.8,,2.4,2.4,4.8,.118,,1.3,1.2,2.5,2.2
195,Draymond Green\greendr01,PF,28,GSW,55,1728,12.5,.509,.397,.219,3.1,21.4,12.6,27.4,2.2,2.9,27.1,12.7,,0.8,2.6,3.3,.093,,-1.6,3.3,1.7,1.6
196,Gerald Green\greenge01,SG,33,HOU,68,1410,11.4,.554,.759,.120,2.2,11.9,6.9,4.3,1.1,1.6,8.6,19.6,,0.8,0.8,1.6,.054,,-0.8,-2.9,-3.7,-0.6
197,JaMychal Green\greenja01,PF,28,TOT,57,1209,14.4,.581,.347,.230,8.7,24.2,16.5,5.7,1.7,2.5,15.2,19.5,,0.6,1.8,2.4,.097,,-1.9,0.3,-1.7,0.1
197,JaMychal Green\greenja01,PF,28,MEM,41,900,15.0,.580,.308,.256,8.9,22.9,15.8,6.5,1.8,2.8,15.6,20.5,,0.4,1.4,1.8,.098,,-2.0,0.7,-1.3,0.2
197,JaMychal Green\greenja01,PF,28,LAC,16,309,12.5,.582,.474,.144,8.1,28.0,18.3,3.2,1.2,1.5,14.1,16.4,,0.2,0.4,0.6,.095,,-1.7,-1.2,-2.9,-0.1
198,Jeff Green\greenje02,PF,32,WAS,70,1958,13.5,.612,.470,.298,2.9,13.3,8.1,9.4,0.9,1.5,11.6,17.4,,2.7,0.7,3.4,.084,,0.3,-1.4,-1.1,0.4
199,Blake Griffin\griffbl01,PF,29,DET,67,2366,20.8,.585,.379,.415,4.0,20.2,11.8,26.9,0.9,0.9,14.4,30.1,,4.5,2.6,7.1,.143,,4.1,0.4,4.4,3.8
200,Daniel Hamilton\hamilda02,SG,23,ATL,19,204,7.2,.455,.383,.100,5.1,19.6,12.2,14.7,1.4,0.4,20.3,15.7,,-0.2,0.1,-0.1,-0.021,,-4.9,-0.9,-5.8,-0.2
201,Tim Hardaway\hardati02,SG,26,TOT,65,2057,13.7,.527,.480,.278,1.7,10.0,5.7,12.7,1.3,0.3,8.6,25.3,,1.1,0.8,1.9,.045,,0.6,-2.9,-2.4,-0.2
201,Tim Hardaway\hardati02,SG,26,NYK,46,1499,14.4,.531,.464,.321,1.8,9.8,5.7,13.3,1.3,0.3,8.9,25.8,,1.1,0.5,1.6,.050,,1.1,-3.0,-2.0,0.0
201,Tim Hardaway\hardati02,SG,26,DAL,19,558,11.8,.514,.524,.161,1.4,10.4,5.9,10.9,1.0,0.3,7.7,23.9,,0.0,0.3,0.4,.031,,-0.8,-2.7,-3.4,-0.2
202,James Harden\hardeja01,SG,29,HOU,68,2538,30.1,.610,.540,.452,2.5,17.3,9.7,39.9,2.9,1.8,14.7,40.4,,9.7,3.0,12.6,.239,,10.3,0.9,11.2,8.4
203,Maurice Harkless\harklma01,SF,25,POR,50,1138,12.9,.551,.321,.172,5.6,14.0,9.9,6.6,2.3,3.0,9.7,13.3,,1.1,1.5,2.6,.112,,-0.3,2.3,1.9,1.1
204,Montrezl Harrell\harremo01,C,25,LAC,72,1903,23.5,.632,.018,.464,9.7,17.1,13.5,11.8,1.6,4.1,10.6,23.2,,5.4,2.4,7.8,.197,,2.6,1.7,4.3,3.0
205,Devin Harris\harride01,PG,35,DAL,58,878,10.8,.530,.563,.398,1.1,9.7,5.4,15.4,1.9,1.2,12.3,18.6,,0.4,0.8,1.2,.065,,-1.4,-0.9,-2.3,-0.1
206,Gary Harris\harriga01,SG,24,DEN,44,1261,13.1,.532,.387,.245,2.8,8.3,5.5,12.3,1.6,1.2,8.6,20.7,,1.2,1.1,2.4,.090,,-0.1,-1.2,-1.3,0.2
207,Joe Harris\harrijo01,SG,27,BRK,68,2017,13.4,.643,.512,.175,2.4,10.5,6.4,12.4,0.8,0.6,13.5,17.1,,3.2,1.4,4.7,.111,,1.3,-0.7,0.6,1.3
208,Tobias Harris\harrito02,PF-SF,26,TOT,73,2549,18.1,.605,.317,.247,2.4,21.1,12.0,12.5,0.9,1.0,9.9,22.8,,4.6,2.5,7.1,.133,,1.6,-0.5,1.2,2.0
208,Tobias Harris\harrito02,PF,26,LAC,55,1903,18.4,.605,.302,.256,2.1,21.4,12.0,12.6,1.0,1.0,10.3,23.5,,3.4,1.8,5.2,.132,,1.8,-0.4,1.4,1.6
208,Tobias Harris\harrito02,SF,26,PHI,18,646,17.0,.604,.365,.218,3.1,20.4,12.0,12.2,0.7,1.2,8.8,20.7,,1.2,0.7,1.8,.137,,1.2,-0.6,0.6,0.4
209,Andrew Harrison\harrian01,SG-PG,24,TOT,17,187,5.8,.443,.472,.340,3.4,8.4,5.8,17.2,1.1,0.9,16.5,16.9,,-0.1,0.0,-0.1,-0.025,,-3.7,-2.7,-6.4,-0.2
209,Andrew Harrison\harrian01,PG,24,MEM,1,5,4.6,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,-0.011,,-4.1,-6.1,-10.2,0.0
209,Andrew Harrison\harrian01,SG,24,CLE,10,144,6.6,.467,.359,.410,3.0,8.8,5.8,16.5,1.4,1.2,17.8,17.0,,-0.1,0.0,-0.1,-0.019,,-3.9,-2.1,-6.1,-0.2
209,Andrew Harrison\harrian01,SG,24,NOP,6,38,3.1,.349,.833,.167,5.5,8.1,6.8,22.2,0.0,0.0,13.4,16.1,,0.0,0.0,0.0,-0.048,,-3.0,-4.3,-7.4,-0.1
210,Shaquille Harrison\harrish01,PG,25,CHI,64,1162,11.9,.494,.227,.333,2.2,13.5,7.8,14.3,3.2,1.6,12.0,15.7,,-0.1,1.3,1.2,.050,,-2.8,1.4,-1.4,0.2
211,Josh Hart\hartjo01,SG,23,LAL,67,1715,9.4,.526,.591,.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,,0.2,1.8,2.0,.057,,-1.7,0.9,-0.9,0.5
212,Isaiah Hartenstein\harteis01,PF,20,HOU,27,220,10.0,.562,.146,.341,10.4,13.6,11.9,8.9,1.6,4.7,21.6,11.9,,0.2,0.2,0.4,.092,,-3.1,2.0,-1.1,0.1
213,Udonis Haslem\hasleud01,C,38,MIA,8,35,0.0,.333,.444,.000,3.1,33.7,18.4,0.0,0.0,0.0,18.2,13.5,,-0.1,0.0,-0.1,-0.082,,-12.5,-5.2,-17.7,-0.1
214,Gordon Hayward\haywago01,PF,28,BOS,64,1624,15.0,.559,.383,.278,3.1,14.9,9.0,18.8,1.7,1.2,13.0,18.9,,2.0,2.0,4.0,.117,,-0.1,0.5,0.4,1.0
215,John Henson\hensojo01,C,28,MIL,14,188,17.2,.553,.463,.149,9.2,28.3,19.3,10.2,1.7,4.9,14.4,18.6,,0.1,0.4,0.6,.149,,-1.7,3.1,1.4,0.2
216,Juan Hernangomez\hernaju01,PF,23,DEN,63,1279,11.5,.590,.575,.279,5.3,16.6,10.9,5.1,1.0,1.7,9.6,12.4,,1.7,1.3,3.0,.111,,-0.5,-0.1,-0.6,0.4
217,Willy Hernangomez\hernawi01,C,24,CHO,48,655,20.1,.586,.125,.467,15.0,27.7,21.3,11.0,0.9,2.1,14.0,22.1,,1.4,0.7,2.1,.151,,-0.1,-0.5,-0.6,0.2
218,Mario Hezonja\hezonma01,SF,23,NYK,51,1006,10.3,.490,.336,.234,2.3,18.3,10.0,8.3,2.3,0.6,13.1,20.6,,-0.9,0.8,-0.1,-0.005,,-3.9,-0.8,-4.7,-0.7
219,Isaiah Hicks\hicksis01,PF,24,NYK,1,4,13.8,.568,,,0.0,0.0,0.0,31.3,0.0,0.0,0.0,9.3,,0.0,0.0,0.0,.132,,-4.2,-10.5,-14.7,0.0
220,Buddy Hield\hieldbu01,SG,26,SAC,70,2243,17.3,.587,.465,.147,4.4,12.4,8.3,11.6,1.0,1.1,9.8,25.2,,3.4,1.5,5.0,.106,,2.9,-1.8,1.1,1.7
221,Haywood Highsmith\highsha01,SF,22,PHI,2,9,17.3,.750,1.000,.000,0.0,11.5,5.9,29.9,0.0,0.0,0.0,9.3,,0.0,0.0,0.0,.230,,3.5,-4.9,-1.4,0.0
222,Nene Hilario\hilarne01,C,36,HOU,37,482,12.4,.570,.020,.404,6.3,19.6,12.8,6.6,1.8,2.5,7.9,11.4,,0.7,0.5,1.2,.124,,-3.0,1.1,-1.9,0.0
223,George Hill\hillge01,PG,32,TOT,50,1073,11.3,.538,.405,.196,3.1,8.2,5.8,14.1,1.9,0.5,11.2,14.2,,1.0,1.1,2.1,.092,,-1.0,-0.3,-1.3,0.2
223,George Hill\hillge01,PG,32,CLE,13,344,13.5,.604,.262,.187,3.7,5.0,4.3,16.3,1.7,0.3,14.7,17.3,,0.5,0.0,0.5,.068,,0.3,-2.6,-2.2,0.0
223,George Hill\hillge01,PG,32,MIL,37,729,10.3,.499,.489,.201,2.8,9.7,6.4,13.1,2.0,0.7,9.1,12.7,,0.5,1.1,1.6,.104,,-1.6,0.8,-0.8,0.2
224,Solomon Hill\hillso01,SF,27,NOP,38,746,6.8,.487,.547,.197,4.5,11.3,7.9,7.4,1.4,1.0,14.4,9.6,,0.1,0.4,0.5,.032,,-2.1,0.2,-2.0,0.0
225,Aaron Holiday\holidaa01,PG,22,IND,43,486,11.6,.495,.488,.177,0.9,11.7,6.4,17.8,1.7,2.2,11.4,22.9,,-0.2,0.7,0.5,.052,,-2.2,-0.8,-3.0,-0.1
226,Jrue Holiday\holidjr01,SG,28,NOP,67,2402,19.5,.555,.313,.234,3.3,11.0,7.2,31.7,2.1,1.8,14.1,25.4,,3.7,2.0,5.6,.112,,3.0,-0.1,2.8,2.9
227,Justin Holiday\holidju01,SG,29,TOT,71,2230,9.3,.503,.601,.135,1.8,12.3,7.0,8.4,2.2,1.3,11.3,15.3,,-0.8,2.1,1.3,.029,,-1.7,0.7,-1.0,0.5
227,Justin Holiday\holidju01,SG,29,CHI,38,1325,11.0,.531,.685,.117,1.6,12.4,7.0,9.1,2.5,1.4,10.2,15.2,,0.2,1.1,1.3,.048,,0.0,0.8,0.8,0.9
227,Justin Holiday\holidju01,SG,29,MEM,33,905,6.8,.459,.468,.163,2.2,12.0,7.1,7.3,1.9,1.2,12.9,15.4,,-1.0,1.0,0.0,.000,,-4.1,0.6,-3.6,-0.4
228,John Holland\hollajo02,SF,30,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.031,,-6.3,-0.9,-7.2,0.0
229,Rondae Hollis-Jefferson\holliro01,SF,24,BRK,56,1173,12.4,.469,.104,.387,6.6,18.7,12.7,11.7,1.6,1.7,10.4,21.1,,-0.3,1.5,1.2,.050,,-4.2,1.1,-3.1,-0.3
230,Richaun Holmes\holmeri01,C,25,PHO,64,1050,21.0,.656,.000,.464,10.8,20.6,15.6,7.7,1.7,5.7,10.8,17.8,,2.8,1.1,3.9,.179,,0.0,1.7,1.7,1.0
231,Rodney Hood\hoodro01,SG,26,TOT,62,1614,12.6,.549,.357,.248,1.4,8.1,4.7,10.1,1.5,0.5,6.5,18.3,,2.0,0.3,2.3,.069,,0.0,-2.3,-2.4,-0.2
231,Rodney Hood\hoodro01,SG,26,CLE,45,1234,13.0,.542,.335,.251,1.6,8.8,5.0,11.6,1.5,0.3,6.7,19.2,,1.5,0.1,1.6,.061,,0.0,-2.6,-2.6,-0.2
231,Rodney Hood\hoodro01,SG,26,POR,17,380,11.3,.576,.441,.237,0.9,6.0,3.5,5.1,1.5,0.8,5.8,15.4,,0.5,0.3,0.8,.096,,-0.1,-1.5,-1.6,0.0
232,Al Horford\horfoal01,C,32,BOS,62,1790,19.7,.599,.297,.120,6.5,18.2,12.3,20.7,1.5,4.0,12.1,18.7,,3.9,2.7,6.5,.176,,1.9,2.8,4.7,3.0
233,Danuel House\houseda01,SF,25,HOU,29,755,12.5,.648,.674,.326,3.6,12.2,7.8,5.8,1.0,1.1,12.3,14.5,,1.3,0.4,1.6,.105,,0.4,-1.5,-1.1,0.2
234,Dwight Howard\howardw01,C,33,WAS,9,230,17.4,.638,.000,.696,11.3,28.3,19.7,2.6,1.4,1.5,15.1,19.6,,0.4,0.2,0.6,.125,,-2.9,-2.3,-5.2,-0.2
235,Kevin Huerter\huertke01,SG,20,ATL,66,1790,9.9,.533,.550,.096,3.0,10.1,6.5,14.1,1.5,1.1,14.5,15.6,,0.5,0.7,1.2,.033,,-1.1,-1.0,-2.0,0.0
236,Chandler Hutchison\hutchch01,SF,22,CHI,44,895,8.8,.507,.239,.182,3.8,18.9,11.3,5.3,1.2,0.6,10.0,12.3,,0.0,0.6,0.6,.031,,-3.8,-0.5,-4.3,-0.5
237,Serge Ibaka\ibakase01,C,29,TOR,65,1813,18.2,.575,.197,.214,8.4,22.8,15.7,7.8,0.7,4.1,10.7,22.3,,2.5,2.8,5.4,.142,,-0.7,1.3,0.6,1.2
238,Andre Iguodala\iguodan01,SF,35,GSW,61,1440,13.3,.590,.483,.236,3.2,13.7,8.7,17.0,1.8,2.8,12.6,10.1,,2.4,1.6,3.9,.131,,0.3,1.7,2.1,1.5
239,Ersan Ilyasova\ilyaser01,PF,31,MIL,58,1037,12.7,.556,.411,.183,9.4,15.8,12.8,6.0,1.3,1.4,10.2,16.2,,1.3,1.6,2.9,.134,,-0.8,0.1,-0.7,0.3
240,Joe Ingles\inglejo01,SF,31,UTA,71,2234,12.8,.568,.594,.161,1.5,12.1,6.8,24.8,1.9,0.7,18.4,17.3,,1.6,3.1,4.7,.100,,0.5,0.9,1.4,1.9
241,Andre Ingram\ingraan01,SG,33,LAL,4,15,-11.9,.000,.500,.000,7.1,6.8,6.9,0.0,3.1,0.0,14.3,19.4,,-0.1,0.0,-0.1,-0.414,,-17.0,-3.2,-20.2,-0.1
242,Brandon Ingram\ingrabr01,SF,21,LAL,52,1760,13.6,.555,.129,.396,2.5,13.0,7.9,12.9,0.7,1.4,13.1,23.3,,0.6,1.3,1.9,.053,,-2.2,-0.8,-2.9,-0.4
243,Kyrie Irving\irvinky01,PG,26,BOS,60,1983,24.9,.596,.344,.200,3.7,12.9,8.3,35.6,2.2,1.4,11.5,29.5,,5.9,2.6,8.6,.207,,6.3,0.4,6.7,4.4
244,Jonathan Isaac\isaacjo01,PF,21,ORL,66,1759,12.6,.533,.414,.235,5.0,16.8,10.8,5.6,1.4,4.1,10.3,16.1,,0.7,2.7,3.4,.092,,-2.3,2.2,-0.1,0.9
245,Wesley Iwundu\iwundwe01,SF,24,ORL,58,1053,8.1,.510,.274,.410,3.2,13.2,8.1,7.6,1.2,1.6,12.9,13.1,,0.1,1.2,1.3,.061,,-4.0,1.0,-3.1,-0.3
246,Demetrius Jackson\jacksde01,PG,24,PHI,6,39,21.0,.656,.400,.267,5.6,2.6,4.1,19.7,2.4,0.0,5.6,19.1,,0.2,0.0,0.2,.235,,4.4,-3.3,1.2,0.0
247,Frank Jackson\jacksfr01,PG,20,NOP,59,1109,8.9,.509,.373,.145,2.3,9.7,6.0,7.6,1.0,0.1,9.1,18.2,,-0.1,0.4,0.3,.014,,-2.4,-2.8,-5.1,-0.9
248,Jaren Jackson\jacksja02,PF,19,MEM,58,1515,16.5,.591,.241,.334,5.4,15.1,10.1,7.3,1.7,5.2,12.7,23.0,,1.2,2.3,3.4,.109,,-1.3,1.6,0.3,0.9
249,Josh Jackson\jacksjo02,SG,21,PHO,72,1747,10.4,.486,.261,.265,3.8,15.6,9.6,14.2,1.9,2.3,16.5,24.2,,-2.7,1.1,-1.6,-0.043,,-4.5,-0.4,-4.9,-1.3
250,Justin Jackson\jacksju01,SF,23,TOT,70,1329,10.2,.541,.528,.168,2.6,11.2,6.9,7.5,0.9,0.9,5.8,13.6,,1.2,0.8,2.0,.074,,-1.0,-1.0,-2.0,0.0
250,Justin Jackson\jacksju01,SF,23,SAC,52,1083,10.1,.546,.539,.169,2.3,11.7,6.9,8.0,1.0,1.0,6.5,12.9,,1.0,0.7,1.7,.075,,-0.9,-0.6,-1.5,0.1
250,Justin Jackson\jacksju01,SF,23,DAL,18,246,10.6,.526,.488,.163,4.0,9.2,6.6,5.0,0.8,0.3,3.2,16.6,,0.2,0.1,0.3,.067,,-1.5,-2.7,-4.1,-0.1
251,Reggie Jackson\jacksre01,PG,28,DET,70,1982,15.4,.554,.453,.237,2.0,8.2,5.0,24.4,1.2,0.3,11.1,23.7,,3.1,1.6,4.7,.114,,2.0,-2.0,0.0,1.0
252,LeBron James\jamesle01,SF,34,LAL,51,1800,26.0,.593,.298,.389,3.1,21.6,12.5,38.0,1.8,1.4,13.0,31.4,,4.6,2.3,6.9,.184,,6.3,1.7,8.0,4.5
253,Amile Jefferson\jeffeam01,PF,25,ORL,7,27,14.9,.515,.000,.667,11.7,28.0,19.7,0.0,1.8,3.1,0.0,12.5,,0.1,0.1,0.1,.188,,-6.0,-2.3,-8.3,0.0
254,John Jenkins\jenkijo01,SG,27,TOT,17,174,7.8,.492,.483,.155,1.2,8.1,4.5,7.6,0.0,0.5,7.5,16.3,,0.0,0.0,-0.1,-0.018,,-3.3,-4.2,-7.5,-0.2
254,John Jenkins\jenkijo01,SG,27,WAS,4,14,20.5,1.500,1.000,.000,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,,0.1,0.0,0.1,.201,,7.4,-5.3,2.2,0.0
254,John Jenkins\jenkijo01,SG,27,NYK,13,160,6.7,.459,.464,.161,1.3,8.2,4.6,7.4,0.0,0.5,7.7,17.2,,-0.1,0.0,-0.1,-0.037,,-4.2,-4.1,-8.3,-0.3
255,Jonas Jerebko\jerebjo01,PF,31,GSW,62,1068,13.6,.594,.523,.231,7.0,19.3,13.4,10.1,0.8,1.0,9.8,15.0,,2.0,1.0,2.9,.131,,0.7,-1.0,-0.3,0.5
256,Alize Johnson\johnsal02,PF,22,IND,11,32,-0.5,.255,.200,.400,3.6,23.9,13.9,0.0,0.0,2.8,0.0,16.1,,-0.1,0.0,-0.1,-0.102,,-12.9,-4.3,-17.2,-0.1
257,Amir Johnson\johnsam01,C,31,PHI,44,459,12.5,.580,.250,.265,9.1,19.3,14.4,16.4,1.5,1.9,22.5,17.9,,0.2,0.6,0.8,.089,,-1.7,0.9,-0.8,0.1
258,B.J. Johnson\johnsbj01,SF,23,ATL,6,43,14.1,.622,.375,.125,4.9,15.1,9.9,0.0,2.2,0.0,10.6,17.9,,0.0,0.0,0.1,.079,,-3.0,-5.4,-8.4,-0.1
259,James Johnson\johnsja01,PF,31,MIA,44,920,11.9,.533,.382,.165,2.0,14.5,8.2,16.7,1.7,2.1,14.5,18.0,,0.3,1.2,1.5,.077,,-2.0,0.9,-1.1,0.2
260,Stanley Johnson\johnsst04,SF,22,TOT,61,1106,9.3,.469,.502,.152,3.2,17.2,10.0,10.2,2.5,1.0,13.9,19.2,,-1.1,1.5,0.4,.019,,-3.3,0.8,-2.4,-0.1
260,Stanley Johnson\johnsst04,SF,22,DET,48,961,9.8,.482,.519,.146,2.7,17.7,9.9,9.4,2.5,1.2,12.9,19.1,,-0.7,1.4,0.7,.034,,-3.0,1.1,-1.9,0.0
260,Stanley Johnson\johnsst04,SF,22,NOP,13,145,6.1,.383,.396,.189,6.5,14.1,10.4,15.7,2.6,0.0,19.6,20.2,,-0.4,0.1,-0.2,-0.076,,-5.2,-0.7,-5.8,-0.1
261,Tyler Johnson\johnsty01,PG-SG,26,TOT,57,1529,12.5,.532,.494,.241,2.4,9.9,6.1,15.9,1.7,1.6,11.7,18.5,,1.0,1.4,2.4,.074,,-0.5,-0.4,-0.9,0.4
261,Tyler Johnson\johnsty01,PG,26,MIA,44,1123,12.4,.540,.509,.219,1.8,9.7,5.8,14.8,1.7,1.7,12.5,19.2,,0.5,1.3,1.8,.077,,-0.6,-0.1,-0.7,0.4
261,Tyler Johnson\johnsty01,SG,26,PHO,13,406,12.8,.506,.448,.312,4.0,10.3,7.1,18.7,1.6,1.2,9.0,16.5,,0.4,0.1,0.5,.065,,-0.3,-1.2,-1.5,0.0
